graphs/graph_16_03_07_08_27.png
0 4 102 0 64 57 0 
0 4 102 0 64 57 0 
0 4 102 0 64 57 0 
0 4 102 0 64 57 0 
0 4 102 0 64 57 0 
0 4 102 0 64 57 0 
0 4 102 0 64 57 0 
0 4 102 0 64 57 0 
0 4 102 0 64 57 0 
0 4 102 0 63 57 0 
0 4 101 0 64 57 0 
0 4 102 0 63 57 0 
0 4 102 0 64 57 0 
0 4 102 0 63 57 0 
0 4 102 0 64 57 0 
0 4 102 0 64 57 0 
0 4 102 0 63 57 0 
0 4 102 0 64 57 0 
0 4 102 0 64 57 0 
0 4 102 0 63 57 0 
0 4 102 0 63 57 0 
0 4 102 0 63 57 0 
0 4 102 0 64 57 0 
0 4 102 0 64 57 0 
0 4 102 0 64 57 0 
0 4 102 0 64 57 0 
0 4 102 0 64 57 0 
0 4 102 0 64 57 0 
0 4 102 0 64 57 0 
0 4 102 0 64 57 0 
0 4 102 0 64 57 0 
0 4 102 0 64 57 0 
0 4 102 0 64 57 0 
0 4 102 0 64 57 0 
0 4 102 0 64 57 0 
0 4 102 0 64 57 0 
0 4 102 0 64 57 0 
0 4 102 0 64 57 0 
0 4 102 0 64 57 0 
0 4 102 0 64 57 0 
0 4 102 0 64 57 0 
0 4 102 0 64 57 0 
0 4 102 0 64 57 0 
0 4 102 0 64 57 0 
0 4 102 0 64 57 0 
0 4 102 0 64 57 0 
0 4 102 0 64 57 0 
0 4 102 0 64 57 0 
0 4 102 0 64 57 0 
0 4 102 0 64 57 0 
0 4 102 0 64 57 0 
0 4 101 0 63 57 0 
0 3 101 0 63 57 0 
0 3 102 0 64 57 0 
0 4 101 0 64 57 0 
0 4 101 0 64 57 0 
0 4 101 0 64 57 0 
0 3 101 0 64 57 0 
0 4 101 0 64 57 0 
0 4 101 0 64 57 0 
0 4 101 0 64 57 0 
0 4 101 0 64 57 0 
0 4 101 0 64 57 0 
0 3 101 0 64 57 0 
0 4 101 0 64 57 0 
0 4 101 0 64 57 0 
0 4 101 0 64 57 0 
0 4 101 0 63 57 0 
0 4 102 0 64 57 0 
0 0 118 0 6 7 75 
0 0 161 0 0 0 126 
0 0 194 32 0 0 162 
0 0 197 42 0 0 174 
0 0 7 70 0 0 178 
0 0 12 75 0 0 179 
0 0 12 82 0 0 180 
0 0 12 88 0 0 181 
0 0 14 93 0 0 177 
0 0 148 24 0 0 110 
0 0 129 1 5 7 0 
0 0 44 0 7 13 0 
0 0 46 0 9 14 0 
0 0 47 0 9 16 0 
0 0 47 0 10 17 0 
0 0 47 0 10 18 0 
0 0 48 0 11 18 0 
0 0 38 0 12 20 0 
0 0 41 0 12 21 0 
0 0 44 0 12 23 0 
0 0 45 0 12 23 0 
0 0 47 0 12 24 0 
0 0 48 0 12 24 0 
0 0 48 0 12 25 0 
0 0 49 0 13 25 0 
0 0 51 0 13 25 0 
0 0 52 0 13 25 0 
0 0 53 0 13 26 0 
