graphs/graph_16_03_00_36_06.png
0 0 0 0 14 66 0 
0 0 0 0 12 65 0 
0 0 0 0 12 66 0 
0 0 0 0 12 66 0 
0 0 0 0 13 65 0 
0 0 0 0 13 66 0 
0 0 0 0 12 65 0 
0 0 0 0 13 66 0 
0 0 0 0 13 65 0 
0 0 0 0 13 65 0 
0 0 0 0 12 66 0 
0 0 0 0 13 66 0 
0 0 0 0 13 66 0 
0 0 0 0 13 66 0 
0 0 0 0 12 66 0 
0 0 0 0 12 66 0 
0 0 0 0 13 66 0 
0 0 0 0 13 66 0 
0 0 0 0 13 66 0 
0 0 0 0 12 66 0 
0 0 0 0 12 66 0 
0 0 0 0 12 66 0 
0 0 0 0 12 66 0 
0 0 0 0 14 66 0 
0 0 0 1 13 66 0 
0 0 0 1 14 66 0 
0 0 0 0 13 66 0 
0 0 0 0 13 66 0 
0 0 0 0 14 66 0 
0 0 0 0 14 66 0 
0 0 0 0 14 67 0 
0 0 0 0 14 67 0 
0 0 0 0 14 67 0 
0 0 0 0 14 66 0 
0 0 0 0 14 67 0 
0 0 0 0 14 67 0 
0 0 0 0 14 67 0 
0 0 0 0 14 67 0 
0 0 0 0 15 67 0 
0 0 0 0 14 66 0 
0 0 0 0 14 66 0 
0 0 0 0 14 67 0 
0 0 0 0 13 67 0 
0 0 0 0 14 67 0 
0 0 0 0 13 67 0 
0 0 0 0 14 66 0 
0 0 0 0 13 67 0 
0 0 0 0 13 66 0 
0 0 0 0 14 66 0 
0 0 0 0 14 67 0 
0 0 0 0 14 67 0 
0 0 0 0 14 67 0 
0 0 0 0 14 67 0 
0 0 0 1 14 67 0 
0 0 0 0 15 66 0 
0 0 0 0 14 67 0 
0 0 0 0 14 67 0 
0 1 0 8 0 16 143 
0 2 0 20 0 16 157 
0 2 0 44 0 6 181 
0 2 0 52 0 0 189 
0 0 0 100 0 0 196 
0 0 0 116 0 0 198 
0 0 0 124 0 0 198 
0 0 0 129 0 0 199 
0 0 0 132 0 0 199 
0 0 0 135 0 0 200 
0 0 0 137 0 0 200 

